,stations_id,stationshoehe,geogr_breite,geogr_laenge,von_datum,bis_datum,stationsname
0,2485,556.0,48.9293,9.6425,1934-09-01 00:00:00+01:00,1940-12-31 00:00:00+02:00,Kaisersbach-Cronhütte
1,2485,564.0,48.9282,9.6389,1948-10-01 00:00:00+01:00,1950-10-31 00:00:00+01:00,Kaisersbach-Cronhütte
2,2485,565.0,48.9284,9.6389,1950-11-01 00:00:00+01:00,1953-04-30 00:00:00+01:00,Kaisersbach-Cronhütte
3,2485,562.0,48.9282,9.6375,1953-05-01 00:00:00+01:00,1996-12-31 00:00:00+01:00,Kaisersbach-Cronhütte
4,2485,558.0,48.9321,9.6428,1997-01-01 00:00:00+01:00,1999-08-31 00:00:00+02:00,Kaisersbach-Cronhütte
5,2485,562.0,48.9282,9.6375,1999-09-01 00:00:00+02:00,2001-12-31 00:00:00+01:00,Kaisersbach-Cronhütte
6,2485,489.0,48.9171,9.6875,2008-03-01 00:00:00+01:00,2011-04-30 00:00:00+02:00,Kaisersbach-Cronhütte
7,2485,488.7,48.917,9.6871,2011-05-01 00:00:00+02:00,2014-01-19 00:00:00+01:00,Kaisersbach-Cronhütte
8,2485,488.7,48.917,9.6871,2014-01-20 00:00:00+01:00,,Kaisersbach-Cronhütte
9,3083,50.0,51.932,13.8982,1885-02-01 00:00:00+00:18,1991-08-31 00:00:00+02:00,Lübben-Blumenfelde
10,3083,57.0,51.927,13.8804,1991-09-01 00:00:00+02:00,2004-12-31 00:00:00+01:00,Lübben-Blumenfelde
11,3083,56.5,51.9267,13.8797,2005-01-01 00:00:00+01:00,,Lübben-Blumenfelde
12,6336,288.0,50.0132,9.654,2005-11-01 00:00:00+01:00,,Lohr/Main-Halsbach
13,2951,17.0,53.0985,11.4652,1890-01-01 00:00:00+00:18,1994-09-30 00:00:00+01:00,Lenzen/Elbe
14,2951,20.0,53.1007,11.4864,1994-10-01 00:00:00+01:00,,Lenzen/Elbe
15,125,756.0,47.8333,10.8667,1961-04-12 00:00:00+01:00,1974-02-28 00:00:00+01:00,Altenstadt
16,125,756.0,47.8333,10.8667,1974-03-01 00:00:00+01:00,2007-12-02 00:00:00+01:00,Altenstadt
17,125,742.0,47.8342,10.8667,2007-12-03 00:00:00+01:00,2021-11-08 00:00:00+01:00,Altenstadt
18,125,742.0,47.8342,10.8667,2021-11-09 00:00:00+01:00,,Altenstadt
19,6264,457.0,51.414,8.65,2002-01-01 00:00:00+01:00,,Brilon-Thülen
20,15444,592.57,48.4418,9.9216,2014-05-15 00:00:00+02:00,,Ulm-Mähringen
21,2700,415.0,48.831,11.4895,1960-12-01 00:00:00+01:00,1961-02-28 00:00:00+01:00,Kösching
22,2700,415.0,48.831,11.4895,1961-03-01 00:00:00+01:00,1969-06-30 00:00:00+01:00,Kösching
23,2700,417.0,48.8305,11.4875,1969-07-01 00:00:00+01:00,2004-11-30 00:00:00+01:00,Kösching
24,2700,416.0,48.8302,11.4872,2004-12-01 00:00:00+01:00,,Kösching
25,1451,1.0,53.804,9.2675,1970-11-01 00:00:00+01:00,1980-07-02 00:00:00+02:00,Freiburg/Elbe
26,1451,2.0,53.8277,9.2493,1980-07-03 00:00:00+02:00,,Freiburg/Elbe
27,7370,498.85,49.391,12.6838,2006-07-31 00:00:00+02:00,,Waldmünchen
28,2483,840.0,51.1801,8.4887,1918-12-01 00:00:00+00:00,1945-09-30 00:00:00+01:00,Kahler Asten
29,2483,780.0,51.1801,8.4887,1945-10-01 00:00:00+01:00,1954-12-05 00:00:00+01:00,Kahler Asten
30,2483,835.0,51.1801,8.4887,1954-12-06 00:00:00+01:00,1963-06-30 00:00:00+01:00,Kahler Asten
31,2483,839.0,51.1801,8.4887,1963-07-01 00:00:00+01:00,2006-05-30 00:00:00+02:00,Kahler Asten
32,2483,839.0,51.1803,8.4891,2006-05-31 00:00:00+02:00,,Kahler Asten
33,3734,304.0,49.113,9.4086,1937-11-01 00:00:00+00:00,1973-02-28 00:00:00+01:00,Obersulm-Willsbach
34,3734,290.0,49.119,9.4064,1973-03-01 00:00:00+01:00,1994-05-31 00:00:00+02:00,Obersulm-Willsbach
35,3734,226.0,49.1287,9.3533,1994-06-01 00:00:00+02:00,2004-06-30 00:00:00+02:00,Obersulm-Willsbach
36,3734,230.0,49.128,9.3525,2004-07-01 00:00:00+02:00,,Obersulm-Willsbach
37,1270,254.0,50.9745,10.9997,1946-04-01 00:00:00+01:00,1957-06-30 00:00:00+01:00,Erfurt-Weimar
38,1270,314.28,50.9753,10.9652,1957-07-01 00:00:00+01:00,1964-09-21 00:00:00+01:00,Erfurt-Weimar
39,1270,314.71,50.9752,10.9587,1964-09-22 00:00:00+01:00,1984-06-30 00:00:00+02:00,Erfurt-Weimar
40,1270,314.71,50.9741,10.9613,1984-07-01 00:00:00+02:00,1995-02-14 00:00:00+01:00,Erfurt-Weimar
41,1270,316.0,50.9829,10.9608,1995-02-15 00:00:00+01:00,,Erfurt-Weimar
42,90,305.0,50.7557,9.2583,1988-02-19 00:00:00+01:00,,Alsfeld
43,5516,1.0,54.5214,11.0522,1941-01-01 00:00:00+02:00,1957-07-23 00:00:00+01:00,Fehmarn
44,5516,1.4,54.5271,11.0581,1957-07-24 00:00:00+01:00,1987-09-30 00:00:00+01:00,Fehmarn
45,5516,1.4,54.5271,11.0582,1987-10-01 00:00:00+01:00,1996-06-04 00:00:00+02:00,Fehmarn
46,5516,3.0,54.5284,11.0605,1996-06-05 00:00:00+02:00,2006-06-22 00:00:00+02:00,Fehmarn
47,5516,3.21,54.5283,11.0606,2006-06-23 00:00:00+02:00,,Fehmarn
48,2638,985.0,48.0833,8.65,1946-03-01 00:00:00+01:00,1949-06-30 00:00:00+01:00,Klippeneck
49,2638,973.0,48.1049,8.7546,1949-07-01 00:00:00+01:00,1951-04-30 00:00:00+01:00,Klippeneck
50,2638,973.46,48.1054,8.7548,1951-05-01 00:00:00+01:00,,Klippeneck
51,4704,512.0,47.5901,9.7441,1906-06-01 00:00:00+00:00,1988-04-30 00:00:00+02:00,Sigmarszell-Zeisertsweiler
52,4704,523.0,47.5905,9.7447,1988-05-01 00:00:00+02:00,1998-04-30 00:00:00+02:00,Sigmarszell-Zeisertsweiler
53,4704,523.0,47.5913,9.7475,1998-05-01 00:00:00+02:00,1998-07-13 00:00:00+02:00,Sigmarszell-Zeisertsweiler
54,4704,508.0,47.5776,9.7404,1998-07-14 00:00:00+02:00,,Sigmarszell-Zeisertsweiler
55,5877,4.0,54.3126,10.7922,1997-03-10 00:00:00+01:00,2009-06-30 00:00:00+02:00,Putlos
56,5877,5.0,54.316,10.8002,2009-07-01 00:00:00+02:00,,Putlos
57,6109,51.5,53.3837,14.3728,1998-10-01 00:00:00+02:00,2011-09-03 00:00:00+02:00,Grambow-Schwennenz
58,6109,51.5,53.3837,14.3728,2011-09-04 00:00:00+02:00,,Grambow-Schwennenz
59,7367,105.0,51.983,9.8279,1891-06-25 00:00:00+00:18,1935-06-03 00:00:00+01:00,Alfeld
60,7367,102.0,51.985,9.8258,1935-06-04 00:00:00+01:00,1955-03-14 00:00:00+01:00,Alfeld
61,7367,107.0,51.9873,9.8341,1955-03-15 00:00:00+01:00,1987-08-31 00:00:00+02:00,Alfeld
62,7367,90.0,51.9916,9.8191,1987-09-01 00:00:00+02:00,2005-10-30 00:00:00+02:00,Alfeld
63,7367,143.9,51.9644,9.8072,2005-10-31 00:00:00+01:00,2007-11-01 00:00:00+01:00,Alfeld
64,7367,143.69,51.9643,9.8072,2007-11-02 00:00:00+01:00,,Alfeld
65,7410,350.01,50.7513,9.0224,2006-03-01 00:00:00+01:00,,Neu-Ulrichstein
66,2750,310.0,50.2423,11.3259,1894-10-01 00:00:00+00:18,1906-12-31 00:00:00+00:00,Kronach
67,2750,310.0,50.239,11.3304,1907-01-01 00:00:00+00:00,1932-12-31 00:00:00+00:00,Kronach
68,2750,320.0,50.2454,11.3182,1933-01-01 00:00:00+00:00,1948-09-27 00:00:00+01:00,Kronach
69,2750,305.0,50.2404,11.3302,1948-09-28 00:00:00+01:00,1952-05-05 00:00:00+01:00,Kronach
70,2750,305.0,50.2373,11.3284,1952-05-06 00:00:00+01:00,1962-09-25 00:00:00+01:00,Kronach
71,2750,305.0,50.2389,11.3305,1962-09-26 00:00:00+01:00,1966-09-05 00:00:00+01:00,Kronach
72,2750,305.0,50.2387,11.3304,1966-09-06 00:00:00+01:00,1991-11-26 00:00:00+01:00,Kronach
73,2750,306.0,50.233,11.3253,1991-11-27 00:00:00+01:00,2005-10-31 00:00:00+01:00,Kronach
74,2750,310.0,50.2524,11.3209,2005-11-01 00:00:00+01:00,,Kronach
75,4625,46.0,53.6302,11.4148,1849-02-01 00:00:00+00:18,1851-07-06 00:00:00+00:18,Schwerin
76,4625,45.0,53.6304,11.4148,1851-07-07 00:00:00+00:18,1854-09-30 00:00:00+00:18,Schwerin
77,4625,47.0,53.6313,11.4168,1854-10-01 00:00:00+00:18,1860-10-21 00:00:00+00:18,Schwerin
78,4625,42.0,53.6349,11.4172,1860-10-22 00:00:00+00:18,1887-06-30 00:00:00+00:18,Schwerin
79,4625,48.0,53.6291,11.4107,1887-07-01 00:00:00+00:18,1889-10-04 00:00:00+00:18,Schwerin
80,4625,43.0,53.6359,11.4207,1889-10-05 00:00:00+00:18,1948-09-30 00:00:00+01:00,Schwerin
81,4625,59.0,53.6426,11.3871,1948-10-01 00:00:00+01:00,1953-06-30 00:00:00+01:00,Schwerin
82,4625,58.79,53.6424,11.3871,1953-07-01 00:00:00+01:00,2013-02-12 00:00:00+01:00,Schwerin
83,4625,58.79,53.6424,11.3871,2013-02-13 00:00:00+01:00,,Schwerin
84,3811,130.0,51.2959,13.093,1889-01-01 00:00:00+00:18,1941-09-30 00:00:00+02:00,Oschatz
85,3811,130.0,51.2959,13.093,1941-10-01 00:00:00+02:00,1947-09-30 00:00:00+01:00,Oschatz
86,3811,150.0,51.2959,13.093,1947-10-01 00:00:00+01:00,1977-12-31 00:00:00+01:00,Oschatz
87,3811,150.0,51.296,13.0928,1978-01-01 00:00:00+01:00,2006-05-04 00:00:00+02:00,Oschatz
88,3811,150.0,51.296,13.0928,2006-05-05 00:00:00+02:00,2008-07-31 00:00:00+02:00,Oschatz
89,3811,150.0,51.296,13.0928,2008-08-01 00:00:00+02:00,,Oschatz
90,757,450.0,47.9609,8.0086,1936-12-01 00:00:00+00:00,1990-10-01 00:00:00+01:00,Buchenbach
91,757,445.0,47.9625,7.9983,1990-10-02 00:00:00+01:00,,Buchenbach
92,6266,112.0,52.0304,10.9626,2003-02-28 00:00:00+01:00,2007-06-30 00:00:00+02:00,Huy-Pabstorf
93,6266,112.0,52.0304,10.9626,2007-07-01 00:00:00+02:00,,Huy-Pabstorf
94,430,33.0,52.5742,13.2469,1927-01-01 00:00:00+00:00,1960-01-01 00:00:00+01:00,Berlin-Tegel
95,430,35.0,52.5644,13.2947,1960-01-02 00:00:00+01:00,1963-02-28 00:00:00+01:00,Berlin-Tegel
96,430,36.0,52.5633,13.3105,1963-03-01 00:00:00+01:00,1971-10-13 00:00:00+01:00,Berlin-Tegel
97,430,35.47,52.5644,13.3088,1971-10-14 00:00:00+01:00,2021-05-06 00:00:00+02:00,Berlin-Tegel
98,954,0.0,53.9984,7.8658,1945-08-24 00:00:00+02:00,1950-12-31 00:00:00+01:00,UFS Deutsche Bucht
99,954,0.0,54.0817,7.5658,1951-01-01 00:00:00+01:00,1972-11-12 00:00:00+01:00,UFS Deutsche Bucht
100,954,0.0,54.1767,7.4458,1972-11-13 00:00:00+01:00,1978-12-31 00:00:00+01:00,UFS Deutsche Bucht
101,954,0.0,54.1796,7.4587,1979-01-01 00:00:00+01:00,,UFS Deutsche Bucht
102,44,45.0,52.89,8.23,1945-08-01 00:00:00+02:00,1948-12-31 00:00:00+01:00,Großenkneten
103,44,45.0,52.89,8.23,1952-01-01 00:00:00+01:00,1971-02-28 00:00:00+01:00,Großenkneten
104,44,46.0,52.8846,8.2308,1971-03-01 00:00:00+01:00,1993-06-30 00:00:00+02:00,Großenkneten
105,44,42.0,52.9164,8.2211,1993-07-01 00:00:00+02:00,2007-03-31 00:00:00+02:00,Großenkneten
106,44,44.0,52.9336,8.237,2007-04-01 00:00:00+02:00,,Großenkneten
107,4887,734.0,48.6654,9.8655,1945-10-01 00:00:00+01:00,1948-07-31 00:00:00+01:00,Stötten
108,4887,734.0,48.6654,9.8655,1948-08-01 00:00:00+01:00,1994-10-31 00:00:00+01:00,Stötten
109,4887,733.76,48.6656,9.8648,1994-11-01 00:00:00+01:00,2013-01-07 00:00:00+01:00,Stötten
110,4887,733.76,48.6656,9.8648,2013-01-08 00:00:00+01:00,2020-10-12 00:00:00+02:00,Stötten
111,4887,733.76,48.6656,9.8648,2020-10-13 00:00:00+02:00,,Stötten
112,4466,3.6,54.5068,9.5393,1946-10-01 00:00:00+02:00,1954-08-22 00:00:00+01:00,Schleswig
113,4466,42.5,54.5275,9.5486,1954-08-23 00:00:00+01:00,1986-10-21 00:00:00+01:00,Schleswig
114,4466,42.7,54.5275,9.5487,1986-10-22 00:00:00+01:00,,Schleswig
115,691,3.0,53.08,8.8,1796-01-01 00:00:00+00:18,1803-12-31 00:00:00+00:18,Bremen
116,691,13.7,53.0751,8.8107,1804-01-01 00:00:00+00:18,1828-12-31 00:00:00+00:18,Bremen
117,691,4.9,53.0785,8.8004,1829-01-01 00:00:00+00:18,1870-12-31 00:00:00+00:18,Bremen
118,691,4.7,53.0781,8.8003,1871-01-01 00:00:00+00:18,1873-11-30 00:00:00+00:18,Bremen
119,691,3.22,53.0518,8.7882,1873-12-01 00:00:00+00:18,1889-03-31 00:00:00+00:18,Bremen
120,691,4.0,53.0739,8.8308,1889-04-01 00:00:00+00:18,1890-04-06 00:00:00+00:18,Bremen
121,691,4.0,53.0773,8.83,1890-04-07 00:00:00+00:18,1895-10-31 00:00:00+00:18,Bremen
122,691,7.0,53.094,8.7415,1895-11-01 00:00:00+00:18,1934-10-31 00:00:00+00:00,Bremen
123,691,7.0,53.094,8.7415,1934-11-01 00:00:00+00:00,1935-12-31 00:00:00+00:00,Bremen
124,691,4.0,53.0485,8.799,1936-01-01 00:00:00+00:00,1937-09-30 00:00:00+01:00,Bremen
125,691,4.0,53.0485,8.799,1937-10-01 00:00:00+01:00,1945-03-31 00:00:00+01:00,Bremen
126,691,5.0,53.0485,8.799,1945-04-01 00:00:00+01:00,1947-02-28 00:00:00+01:00,Bremen
127,691,3.0,53.0976,8.8117,1947-03-01 00:00:00+01:00,1947-08-31 00:00:00+01:00,Bremen
128,691,3.0,53.0976,8.8117,1947-09-01 00:00:00+01:00,1949-01-31 00:00:00+01:00,Bremen
129,691,4.0,53.0516,8.7884,1949-02-01 00:00:00+01:00,1953-06-21 00:00:00+01:00,Bremen
130,691,3.22,53.0518,8.7882,1953-06-22 00:00:00+01:00,1972-03-08 00:00:00+01:00,Bremen
131,691,3.67,53.0519,8.7882,1972-03-09 00:00:00+01:00,1973-09-30 00:00:00+01:00,Bremen
132,691,3.67,53.0519,8.7882,1973-10-01 00:00:00+01:00,1978-05-31 00:00:00+02:00,Bremen
133,691,4.05,53.0445,8.7985,1978-06-01 00:00:00+02:00,2008-09-30 00:00:00+02:00,Bremen
134,691,4.04,53.0451,8.7981,2008-10-01 00:00:00+02:00,,Bremen
135,2796,40.0,53.9156,12.279,1980-01-01 00:00:00+01:00,2000-05-31 00:00:00+02:00,Laage (Flugplatz)
136,2796,41.0,53.9156,12.279,2000-06-01 00:00:00+02:00,,Laage (Flugplatz)
137,867,322.0,50.2557,10.9681,1882-08-01 00:00:00+00:18,1887-01-31 00:00:00+00:18,Lautertal-Oberlauter
138,867,301.0,50.259,10.9634,1887-02-01 00:00:00+00:18,1893-04-24 00:00:00+00:18,Lautertal-Oberlauter
139,867,340.0,50.2575,10.9774,1893-04-25 00:00:00+00:18,1894-07-22 00:00:00+00:18,Lautertal-Oberlauter
140,867,299.6,50.2567,10.9635,1894-07-23 00:00:00+00:18,1896-03-31 00:00:00+00:18,Lautertal-Oberlauter
141,867,316.0,50.2571,10.9731,1896-04-01 00:00:00+00:18,1925-02-17 00:00:00+00:00,Lautertal-Oberlauter
142,867,326.0,50.2557,10.9681,1925-02-18 00:00:00+00:00,1934-11-05 00:00:00+00:00,Lautertal-Oberlauter
143,867,291.0,50.2602,10.9606,1934-11-06 00:00:00+00:00,1946-07-31 00:00:00+02:00,Lautertal-Oberlauter
144,867,379.0,50.2777,10.923,1946-08-01 00:00:00+02:00,1949-06-30 00:00:00+01:00,Lautertal-Oberlauter
145,867,350.0,50.2792,10.9213,1949-07-01 00:00:00+01:00,1952-05-14 00:00:00+01:00,Lautertal-Oberlauter
146,867,336.0,50.2674,10.9531,1952-05-15 00:00:00+01:00,1965-07-26 00:00:00+01:00,Lautertal-Oberlauter
147,867,337.0,50.2646,10.9501,1965-07-27 00:00:00+01:00,1992-02-12 00:00:00+01:00,Lautertal-Oberlauter
148,867,322.0,50.2835,10.9779,1992-02-13 00:00:00+01:00,1992-07-31 00:00:00+02:00,Lautertal-Oberlauter
149,867,322.0,50.2835,10.9779,1992-08-01 00:00:00+02:00,2004-12-15 00:00:00+01:00,Lautertal-Oberlauter
150,867,343.79,50.3066,10.9679,2004-12-16 00:00:00+01:00,2014-10-13 00:00:00+02:00,Lautertal-Oberlauter
151,867,343.79,50.3066,10.9679,2014-10-14 00:00:00+02:00,,Lautertal-Oberlauter
152,13710,490.0,48.5734,12.2576,2007-09-01 00:00:00+02:00,,Landshut-Reithof
153,142,520.0,48.3873,11.2593,1955-01-01 00:00:00+01:00,1959-07-28 00:00:00+01:00,Altomünster-Maisbrunn
154,142,508.0,48.3854,11.2511,1959-07-29 00:00:00+01:00,1964-11-22 00:00:00+01:00,Altomünster-Maisbrunn
155,142,502.0,48.3884,11.25,1964-11-23 00:00:00+01:00,1996-10-31 00:00:00+01:00,Altomünster-Maisbrunn
156,142,502.0,48.4058,11.2899,1996-11-01 00:00:00+01:00,2005-11-30 00:00:00+01:00,Altomünster-Maisbrunn
157,142,510.5,48.406,11.3117,2005-12-01 00:00:00+01:00,,Altomünster-Maisbrunn
158,91,276.0,50.7509,9.2713,1900-11-01 00:00:00+00:18,1905-04-30 00:00:00+00:00,Alsfeld-Eifa
159,91,249.0,50.7509,9.2713,1905-05-01 00:00:00+00:00,1907-02-01 00:00:00+00:00,Alsfeld-Eifa
160,91,282.0,50.7509,9.2713,1907-02-02 00:00:00+00:00,1917-04-30 00:00:00+02:00,Alsfeld-Eifa
161,91,275.0,50.7482,9.2667,1917-05-01 00:00:00+02:00,1922-03-31 00:00:00+01:00,Alsfeld-Eifa
162,91,271.0,50.7482,9.2667,1922-04-01 00:00:00+01:00,1944-12-31 00:00:00+01:00,Alsfeld-Eifa
163,91,271.0,50.7482,9.2667,1946-02-01 00:00:00+01:00,1950-12-31 00:00:00+01:00,Alsfeld-Eifa
164,91,300.0,50.7447,9.3451,1978-11-01 00:00:00+01:00,2004-07-31 00:00:00+02:00,Alsfeld-Eifa
165,91,300.0,50.7446,9.345,2004-08-01 00:00:00+02:00,,Alsfeld-Eifa
166,3278,350.0,48.5348,9.2889,1924-06-20 00:00:00+01:00,1990-03-31 00:00:00+02:00,Metzingen
167,3278,362.0,48.5318,9.2789,1990-04-01 00:00:00+02:00,2002-12-31 00:00:00+01:00,Metzingen
168,3278,370.0,48.5301,9.3161,2003-01-01 00:00:00+01:00,2008-06-10 00:00:00+02:00,Metzingen
169,3278,354.0,48.5377,9.2734,2008-12-02 00:00:00+01:00,,Metzingen
170,7319,434.0,48.7351,10.7415,2004-07-13 00:00:00+02:00,2017-08-03 00:00:00+02:00,Donauwörth-Osterweiler
171,7319,435.0,48.7374,10.7393,2018-10-16 00:00:00+02:00,,Donauwörth-Osterweiler
172,6099,449.0,47.702,8.7318,2000-04-20 00:00:00+02:00,,Gailingen
173,15976,216.0,49.9529,8.2107,2018-04-04 00:00:00+02:00,,Ober-Olm/Bellem
174,5111,486.0,48.021,12.5535,1917-09-21 00:00:00+01:00,1964-04-08 00:00:00+01:00,Trostberg
175,5111,489.0,48.0202,12.5552,1964-04-09 00:00:00+01:00,1972-02-03 00:00:00+01:00,Trostberg
176,5111,487.0,48.0208,12.5551,1972-02-04 00:00:00+01:00,1991-05-26 00:00:00+02:00,Trostberg
177,5111,487.0,48.0208,12.5555,1991-05-27 00:00:00+02:00,2006-03-31 00:00:00+02:00,Trostberg
178,5111,560.0,48.0311,12.5396,2006-04-01 00:00:00+02:00,,Trostberg
179,1963,5.0,54.5748,8.5181,1940-10-01 00:00:00+02:00,1944-12-31 00:00:00+01:00,Hallig Hooge
180,1963,4.0,54.5742,8.5133,1965-08-01 00:00:00+01:00,,Hallig Hooge
181,6337,59.0,51.7663,7.5193,2003-08-11 00:00:00+02:00,2013-06-25 00:00:00+02:00,Lüdinghausen-Brochtrup
182,6337,59.0,51.7663,7.5194,2013-06-26 00:00:00+02:00,,Lüdinghausen-Brochtrup
183,4261,446.0,47.8535,12.1242,1879-01-01 00:00:00+00:18,1883-06-30 00:00:00+00:18,Rosenheim
184,4261,446.0,47.86,12.1323,1883-07-01 00:00:00+00:18,1893-07-28 00:00:00+00:18,Rosenheim
185,4261,446.0,47.8548,12.1354,1893-07-29 00:00:00+00:18,1907-06-30 00:00:00+00:00,Rosenheim
186,4261,447.0,47.8604,12.1118,1949-08-23 00:00:00+01:00,1954-03-31 00:00:00+01:00,Rosenheim
187,4261,449.0,47.849,12.1129,1954-04-01 00:00:00+01:00,1960-06-30 00:00:00+01:00,Rosenheim
188,4261,446.0,47.8668,12.1076,1960-07-01 00:00:00+01:00,1969-08-19 00:00:00+01:00,Rosenheim
189,4261,446.0,47.868,12.1079,1969-08-20 00:00:00+01:00,1987-08-31 00:00:00+02:00,Rosenheim
190,4261,444.0,47.8764,12.1298,1987-09-17 00:00:00+02:00,2002-04-28 00:00:00+02:00,Rosenheim
191,4261,444.0,47.8753,12.1305,2002-04-29 00:00:00+02:00,2006-02-28 00:00:00+01:00,Rosenheim
192,4261,442.0,47.8753,12.128,2006-03-01 00:00:00+01:00,,Rosenheim
193,15189,12.0,53.8281,12.5936,2012-12-20 00:00:00+01:00,,Sukow-Levitzow
194,2174,240.0,51.6487,10.3321,1887-06-01 00:00:00+00:18,1991-09-30 00:00:00+01:00,Herzberg
195,2174,240.0,51.649,10.3401,1991-10-01 00:00:00+01:00,1999-07-31 00:00:00+02:00,Herzberg
196,2174,236.0,51.6255,10.3695,2010-09-21 00:00:00+02:00,,Herzberg
197,5851,391.0,51.0806,8.8768,1997-03-12 00:00:00+01:00,2012-10-23 00:00:00+02:00,Frankenberg-Geismar
198,5851,391.5,51.0806,8.8769,2012-10-24 00:00:00+02:00,,Frankenberg-Geismar
199,164,45.0,53.0168,14.0118,1899-04-15 00:00:00+00:18,1908-05-16 00:00:00+00:00,Angermünde
200,164,45.0,53.0168,14.0118,1908-05-17 00:00:00+00:00,1938-08-12 00:00:00+01:00,Angermünde
201,164,45.0,53.0168,14.0118,1938-08-13 00:00:00+01:00,1945-02-28 00:00:00+01:00,Angermünde
202,164,45.0,53.0168,14.0118,1945-03-01 00:00:00+01:00,1946-05-31 00:00:00+02:00,Angermünde
203,164,45.0,53.0132,14.0004,1946-06-01 00:00:00+02:00,1947-12-31 00:00:00+01:00,Angermünde
204,164,45.0,53.0132,14.0004,1948-01-01 00:00:00+01:00,1948-10-31 00:00:00+01:00,Angermünde
205,164,48.0,53.0143,13.9938,1948-11-01 00:00:00+01:00,1950-03-31 00:00:00+01:00,Angermünde
206,164,48.0,53.0143,13.9938,1950-04-01 00:00:00+01:00,1979-01-10 00:00:00+01:00,Angermünde
207,164,53.91,53.0316,13.9908,1979-01-11 00:00:00+01:00,,Angermünde
208,3623,111.0,50.8333,6.6667,1958-03-01 00:00:00+01:00,2008-01-14 00:00:00+01:00,Nörvenich (Flugplatz)
209,3623,111.0,50.8294,6.6602,2008-01-15 00:00:00+01:00,2019-11-09 00:00:00+01:00,Nörvenich (Flugplatz)
210,3623,110.44,50.8294,6.6601,2019-11-10 00:00:00+01:00,,Nörvenich (Flugplatz)
211,3660,485.17,50.3602,6.8697,1995-03-01 00:00:00+01:00,2009-11-24 00:00:00+01:00,Nürburg-Barweiler
212,3660,485.17,50.3602,6.8697,2009-11-25 00:00:00+01:00,,Nürburg-Barweiler
213,3257,221.0,49.4885,9.7704,1836-01-01 00:00:00+00:18,1946-09-30 00:00:00+02:00,"Mergentheim, Bad-Neunkirchen"
214,3257,258.0,49.4953,9.7792,1946-10-01 00:00:00+02:00,1951-06-30 00:00:00+01:00,"Mergentheim, Bad-Neunkirchen"
215,3257,204.0,49.4931,9.7778,1951-07-01 00:00:00+01:00,1959-05-31 00:00:00+01:00,"Mergentheim, Bad-Neunkirchen"
216,3257,212.0,49.4867,9.7836,1959-06-01 00:00:00+01:00,1962-04-30 00:00:00+01:00,"Mergentheim, Bad-Neunkirchen"
217,3257,203.0,49.4892,9.7833,1962-05-01 00:00:00+01:00,1973-10-03 00:00:00+01:00,"Mergentheim, Bad-Neunkirchen"
218,3257,225.0,49.4917,9.7606,1973-10-04 00:00:00+01:00,1978-12-31 00:00:00+01:00,"Mergentheim, Bad-Neunkirchen"
219,3257,250.5,49.4773,9.7622,1979-01-01 00:00:00+01:00,,"Mergentheim, Bad-Neunkirchen"
220,131,287.0,51.0861,12.9179,1883-03-01 00:00:00+00:18,1952-10-31 00:00:00+01:00,Geringswalde-Altgeringswalde
221,131,285.0,51.0859,12.9181,1952-11-01 00:00:00+01:00,2004-09-07 00:00:00+02:00,Geringswalde-Altgeringswalde
222,131,295.5,51.0881,12.9326,2004-09-08 00:00:00+02:00,2008-07-31 00:00:00+02:00,Geringswalde-Altgeringswalde
223,131,295.5,51.0881,12.9326,2008-08-01 00:00:00+02:00,,Geringswalde-Altgeringswalde
224,3376,84.0,52.4986,14.1314,1883-01-01 00:00:00+00:18,1947-05-31 00:00:00+01:00,Müncheberg
225,3376,62.0,52.5164,14.1212,1947-06-01 00:00:00+01:00,2004-05-31 00:00:00+02:00,Müncheberg
226,3376,63.0,52.5176,14.1232,2004-06-01 00:00:00+02:00,,Müncheberg
227,445,90.0,51.79,11.74,1863-03-01 00:00:00+00:18,1951-04-15 00:00:00+01:00,Bernburg/Saale (Nord)
228,445,85.0,51.8251,11.7127,1951-04-16 00:00:00+01:00,1959-11-30 00:00:00+01:00,Bernburg/Saale (Nord)
229,445,93.0,51.8237,11.7052,1959-12-01 00:00:00+01:00,1971-09-30 00:00:00+01:00,Bernburg/Saale (Nord)
230,445,81.0,51.8204,11.7041,1971-10-01 00:00:00+01:00,1994-11-30 00:00:00+01:00,Bernburg/Saale (Nord)
231,445,84.5,51.8218,11.711,1994-12-01 00:00:00+01:00,2007-06-30 00:00:00+02:00,Bernburg/Saale (Nord)
232,445,84.5,51.8218,11.711,2007-07-01 00:00:00+02:00,,Bernburg/Saale (Nord)
233,7431,603.5,48.013,11.5524,2006-09-01 00:00:00+02:00,,Oberhaching-Laufzorn
234,1832,1446.0,49.1126,13.1353,1982-11-01 00:00:00+01:00,2004-10-27 00:00:00+02:00,Großer Arber
235,1832,1436.0,49.113,13.1342,2004-10-28 00:00:00+02:00,2010-11-02 00:00:00+01:00,Großer Arber
236,1832,1436.0,49.1129,13.1338,2010-11-03 00:00:00+01:00,2017-04-11 00:00:00+02:00,Großer Arber
237,1832,1436.0,49.1129,13.1338,2017-04-12 00:00:00+02:00,,Großer Arber
238,2704,88.0,51.7451,11.9836,1899-05-01 00:00:00+00:18,1991-03-31 00:00:00+01:00,Köthen (Anhalt)
