,stations_id,betreibername,betrieb_von_datum,betrieb_bis_datum
365,4280,GeoInfoDBw,2003-01-01 00:00:00+01:00,2013-12-11 00:00:00+01:00
366,4280,DWD,2013-12-12 00:00:00+01:00,
367,3603,GeophysBdBw,1961-08-08 00:00:00+01:00,2003-03-10 00:00:00+01:00
368,3603,GeoInfoDBw,2003-03-11 00:00:00+01:00,
369,2905,GeophysBdBw,1958-07-23 00:00:00+01:00,2003-03-10 00:00:00+01:00
370,2905,GeoInfoDBw,2003-03-11 00:00:00+01:00,
371,6310,Wetterdienst,1910-01-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
372,6310,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
373,6310,DWD,1991-01-01 00:00:00+01:00,
374,6314,Wetterdienst,1891-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
375,6314,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1983-12-31 00:00:00+01:00
376,6314,DWD,2004-12-07 00:00:00+01:00,
377,13713,DWD,2007-09-10 00:00:00+02:00,
378,4377,Wetterdienst,1922-03-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
379,4377,DWD,1952-11-11 00:00:00+01:00,
380,6163,DWD,1999-09-06 00:00:00+02:00,
381,2928,Wetterdienst,1830-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
382,2928,Meteorologischer Dienst der DDR,1952-11-11 00:00:00+01:00,1990-12-31 00:00:00+01:00
383,2928,DWD,1991-01-01 00:00:00+01:00,
384,4300,Wetterdienst,1888-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
385,4300,DWD,1952-11-11 00:00:00+01:00,1978-12-05 00:00:00+01:00
386,4300,DWD,1984-08-30 00:00:00+02:00,
387,3268,GeophysBdBw,1974-04-01 00:00:00+01:00,2002-12-31 00:00:00+01:00
388,3268,GeoInfoDBw,2003-01-01 00:00:00+01:00,2013-09-30 00:00:00+02:00
389,3268,DWD,2013-10-01 00:00:00+02:00,
390,5371,Wetterdienst,1923-08-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
391,5371,DWD,1952-11-11 00:00:00+01:00,
392,704,DWD,1978-12-08 00:00:00+01:00,
393,7329,DWD,2005-05-20 00:00:00+02:00,
394,1270,Wetterdienst,1946-04-01 00:00:00+01:00,1949-12-31 00:00:00+01:00
395,1270,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
396,1270,DWD,1991-01-01 00:00:00+01:00,
397,4063,Wetterdienst,1890-08-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
398,4063,DWD,1952-11-11 00:00:00+01:00,
399,5229,Wetterdienst,1868-12-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
400,5229,DWD,1952-11-11 00:00:00+01:00,
401,1339,GeophysBdBw,1958-11-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
402,1339,GeoInfoDBw,2003-03-11 00:00:00+01:00,
403,5856,DWD,1997-01-03 00:00:00+01:00,
404,90,DWD,1988-02-19 00:00:00+01:00,
405,5715,GeophysBdBw,1891-01-01 00:00:00+00:18,2003-03-10 00:00:00+01:00
406,5715,GeoInfoDBw,2003-03-11 00:00:00+01:00,
407,4354,DWD,1985-09-01 00:00:00+02:00,
408,5158,DWD,1987-12-01 00:00:00+01:00,
409,701,Wetterdienst,1913-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
410,701,DWD,1952-11-11 00:00:00+01:00,
411,15976,DWD,2018-04-04 00:00:00+02:00,
412,1602,Wetterdienst,1887-12-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
413,1602,DWD,1952-11-11 00:00:00+01:00,2000-12-31 00:00:00+01:00
414,1602,DWD,2003-02-26 00:00:00+01:00,
415,5424,Wetterdienst,1947-01-01 00:00:00+01:00,1949-12-31 00:00:00+01:00
416,5424,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
417,5424,DWD,1991-01-01 00:00:00+01:00,
418,7319,DWD,2004-07-13 00:00:00+02:00,2017-08-03 00:00:00+02:00
419,7319,DWD,2018-10-16 00:00:00+02:00,
420,78,Wetterdienst,1949-04-15 00:00:00+01:00,1952-11-10 00:00:00+01:00
421,78,DWD,1952-11-11 00:00:00+01:00,
422,7416,DWD,2008-07-25 00:00:00+02:00,
423,1666,GeophysBdBw,1971-01-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
424,1666,GeoInfoDBw,2003-03-11 00:00:00+01:00,
425,2618,Meteorologischer Dienst der DDR,1958-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
426,2618,DWD,1991-01-01 00:00:00+01:00,
427,5731,DWD,1954-08-24 00:00:00+01:00,
428,2597,Wetterdienst,1879-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
429,2597,DWD,1952-11-11 00:00:00+01:00,
430,4261,Wetterdienst,1879-01-01 00:00:00+00:18,1907-06-30 00:00:00+00:00
431,4261,Wetterdienst,1949-08-23 00:00:00+01:00,1952-11-10 00:00:00+01:00
432,4261,DWD,1952-11-11 00:00:00+01:00,1987-08-31 00:00:00+02:00
433,4261,DWD,1987-09-17 00:00:00+02:00,
434,2968,Wetterdienst,1902-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
435,2968,DWD,1952-11-11 00:00:00+01:00,2008-02-29 00:00:00+01:00
436,2968,DWD,2008-07-24 00:00:00+02:00,
437,2110,Wetterdienst,1892-06-01 00:00:00+00:18,1895-03-31 00:00:00+00:18
438,2110,Wetterdienst,1937-01-07 00:00:00+00:00,1952-11-10 00:00:00+01:00
439,2110,DWD,1952-11-11 00:00:00+01:00,
440,760,Wetterdienst,1951-01-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
441,760,DWD,1952-11-11 00:00:00+01:00,2004-05-31 00:00:00+02:00
442,760,DWD,2015-07-01 00:00:00+02:00,
443,5319,DWD,1981-07-01 00:00:00+02:00,
444,3679,Wetterdienst,1899-01-05 00:00:00+00:18,1952-11-10 00:00:00+01:00
445,3679,DWD,1952-11-11 00:00:00+01:00,1971-12-31 00:00:00+01:00
446,3679,DWD,1972-04-27 00:00:00+01:00,1988-06-30 00:00:00+02:00
447,3679,DWD,1988-08-01 00:00:00+02:00,1998-06-30 00:00:00+02:00
448,3679,DWD,1998-09-01 00:00:00+02:00,2002-03-31 00:00:00+01:00
449,3679,DWD,2006-07-20 00:00:00+02:00,
450,5851,DWD,1997-03-12 00:00:00+01:00,
451,314,Wetterdienst,1863-12-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
452,314,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1953-05-28 00:00:00+01:00
453,314,Meteorologischer Dienst der DDR,1955-03-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
454,314,DWD,1991-01-01 00:00:00+01:00,
455,2483,Wetterdienst,1918-12-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
456,2483,DWD,1952-11-11 00:00:00+01:00,
457,4127,Gemeinde,1991-10-01 00:00:00+01:00,2002-06-30 00:00:00+02:00
458,4127,DWD,2003-07-09 00:00:00+02:00,
459,691,Wetterdienst,1796-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
460,691,DWD,1952-11-11 00:00:00+01:00,
461,222,Wetterdienst,1875-12-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
462,222,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1972-06-30 00:00:00+01:00
463,222,Meteorologischer Dienst der DDR,1975-08-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
464,222,DWD,1991-01-01 00:00:00+01:00,
465,3137,Wetterdienst,1863-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
466,3137,DWD,1952-11-11 00:00:00+01:00,
467,15978,DWD,2018-04-20 00:00:00+02:00,
468,1550,DWD,1887-01-01 00:00:00+00:18,
469,1072,Wetterdienst,1863-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
470,1072,DWD,1952-11-11 00:00:00+01:00,
471,4464,Meteorologischer Dienst der DDR,1951-04-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
472,4464,DWD,1991-01-01 00:00:00+01:00,
473,2261,Wetterdienst,1945-10-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
474,2261,DWD,1952-11-11 00:00:00+01:00,
475,1451,DWD,1970-11-01 00:00:00+01:00,
476,3167,DWD,1892-08-01 00:00:00+00:18,
477,2362,DWD,1982-10-01 00:00:00+01:00,1995-02-28 00:00:00+01:00
478,2362,DWD,2003-05-22 00:00:00+02:00,
479,15555,DWD,2016-04-05 00:00:00+02:00,
480,617,Wetterdienst,1891-10-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
481,617,DWD,1952-11-11 00:00:00+01:00,
482,2444,DWD,1813-10-11 00:00:00+00:18,
483,3761,Wetterdienst,1837-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
484,3761,DWD,1952-11-11 00:00:00+01:00,
485,880,Wetterdienst,1887-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
486,880,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
487,880,DWD,1991-01-01 00:00:00+01:00,
488,15214,DWD,2013-08-13 00:00:00+02:00,
489,766,GeophysBdBw,1958-12-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
490,766,GeoInfoDBw,2003-03-11 00:00:00+01:00,
491,2600,Wetterdienst,1897-02-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
492,2600,DWD,1952-11-11 00:00:00+01:00,1998-02-28 00:00:00+01:00
493,2600,DWD,1998-07-01 00:00:00+02:00,
494,6265,DWD,2002-09-01 00:00:00+02:00,
495,1503,Wetterdienst,1927-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
496,1503,DWD,1952-11-11 00:00:00+01:00,2006-12-31 00:00:00+01:00
497,1503,DWD,2012-03-13 00:00:00+01:00,
498,13965,Gemeinde,2008-10-17 00:00:00+02:00,
499,4887,Wetterdienst,1945-10-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
500,4887,DWD,1952-11-11 00:00:00+01:00,
501,7403,DWD,2006-03-01 00:00:00+01:00,
502,15520,DWD,2015-07-23 00:00:00+02:00,
503,4349,Wetterdienst,1944-07-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
504,4349,DWD,1952-11-11 00:00:00+01:00,
505,4160,Wetterdienst,1936-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
506,4160,DWD,1952-11-11 00:00:00+01:00,
507,1443,Wetterdienst,1868-01-01 00:00:00+00:18,1949-04-30 00:00:00+01:00
508,1443,DWD,1949-05-01 00:00:00+01:00,
509,3905,DWD,1990-08-29 00:00:00+02:00,
510,755,Wetterdienst,1868-12-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
511,755,DWD,1952-11-11 00:00:00+01:00,
512,15122,DWD,2012-01-05 00:00:00+01:00,
513,1379,Wetterdienst,1865-09-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
514,1379,DWD,1952-11-11 00:00:00+01:00,
515,3204,Meteorologischer Dienst der DDR,1982-11-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
516,3204,DWD,1991-01-01 00:00:00+01:00,
517,7392,DWD,2006-03-08 00:00:00+01:00,
518,5877,DWD,1997-03-10 00:00:00+01:00,
519,2704,Wetterdienst,1899-05-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
520,2704,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
521,2704,DWD,1991-01-01 00:00:00+01:00,
522,445,Wetterdienst,1863-03-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
523,445,Meteorologischer Dienst der DDR,1949-12-31 00:00:00+01:00,1990-12-31 00:00:00+01:00
524,445,DWD,1991-01-01 00:00:00+01:00,
525,131,Wetterdienst,1883-03-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
526,131,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
527,131,DWD,1991-01-01 00:00:00+01:00,
528,3534,DWD,1981-03-01 00:00:00+01:00,
529,15444,DWD,2014-05-15 00:00:00+02:00,
530,5538,Wetterdienst,1920-01-01 00:00:00+00:00,1945-09-30 00:00:00+01:00
531,5538,DWD,1999-02-01 00:00:00+01:00,
532,3730,DWD,1910-01-01 00:00:00+00:00,
533,2951,Wetterdienst,1890-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
534,2951,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
535,2951,DWD,1991-01-01 00:00:00+01:00,
536,73,Wetterdienst,1908-08-18 00:00:00+00:00,1952-11-10 00:00:00+01:00
537,73,DWD,1952-11-11 00:00:00+01:00,1979-04-30 00:00:00+02:00
538,73,DWD,1979-08-28 00:00:00+02:00,
539,15190,DWD,2013-01-10 00:00:00+01:00,
540,1001,Wetterdienst,1889-12-15 00:00:00+00:18,1949-12-31 00:00:00+01:00
541,1001,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
542,1001,DWD,1991-01-01 00:00:00+01:00,
543,142,DWD,1955-01-01 00:00:00+01:00,
544,1863,Wetterdienst,1888-12-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
545,1863,DWD,1952-11-11 00:00:00+01:00,2003-09-30 00:00:00+02:00
546,1863,DWD,2007-06-14 00:00:00+02:00,
547,6129,DWD,1999-05-01 00:00:00+02:00,
548,555,Wetterdienst,1888-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
549,555,DWD,1952-11-11 00:00:00+01:00,1970-12-31 00:00:00+01:00
550,555,DWD,1979-01-01 00:00:00+01:00,1994-04-30 00:00:00+02:00
551,555,DWD,2007-03-19 00:00:00+01:00,
552,840,DWD,1989-11-01 00:00:00+01:00,
553,197,DWD,1990-07-11 00:00:00+02:00,
554,15120,DWD,2011-12-01 00:00:00+01:00,
555,1721,DWD,1990-08-01 00:00:00+02:00,
556,2385,GeophysBdBw,1961-09-04 00:00:00+01:00,2003-03-10 00:00:00+01:00
557,2385,GeoInfoDBw,2003-03-11 00:00:00+01:00,
558,5142,Wetterdienst,1890-06-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
559,5142,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
560,5142,DWD,1991-01-01 00:00:00+01:00,
561,2953,Wetterdienst,1936-08-01 00:00:00+01:00,1951-11-10 00:00:00+01:00
562,2953,DWD,1951-11-11 00:00:00+01:00,1954-04-30 00:00:00+01:00
563,2953,Gemeinde,1954-05-01 00:00:00+01:00,2004-08-31 00:00:00+02:00
564,2953,DWD,2007-02-06 00:00:00+01:00,
565,2814,Wetterdienst,1936-12-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
566,2814,DWD,1952-11-11 00:00:00+01:00,
567,5327,DWD,1981-07-14 00:00:00+02:00,
568,1691,Wetterdienst,1783-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
569,1691,DWD,1952-11-11 00:00:00+01:00,
570,2667,DWD,1892-06-01 00:00:00+00:18,
571,5279,Wetterdienst,1891-12-01 00:00:00+00:18,1913-11-30 00:00:00+00:00
572,5279,Wetterdienst,1914-03-01 00:00:00+00:00,1944-12-31 00:00:00+01:00
573,5279,Wetterdienst,1948-06-21 00:00:00+01:00,1952-11-10 00:00:00+01:00
574,5279,DWD,1952-11-11 00:00:00+01:00,1971-11-30 00:00:00+01:00
575,5279,DWD,1972-01-01 00:00:00+01:00,
576,1358,Wetterdienst,1890-08-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
577,1358,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
578,1358,DWD,1991-01-01 00:00:00+01:00,
579,1279,Wetterdienst,1876-01-01 00:00:00+00:18,1908-12-31 00:00:00+00:00
580,1279,Wetterdienst,1910-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
581,1279,DWD,1952-11-11 00:00:00+01:00,
582,5541,DWD,1987-06-01 00:00:00+02:00,
583,1207,Wetterdienst,1859-12-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
584,1207,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
585,1207,DWD,1991-01-01 00:00:00+01:00,
586,3271,Wetterdienst,1879-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
587,3271,DWD,1952-11-11 00:00:00+01:00,
588,5490,Wetterdienst,1858-11-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
589,5490,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
590,5490,DWD,1991-01-01 00:00:00+01:00,
591,3032,Wetterdienst,1891-09-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
592,3032,DWD,1952-11-11 00:00:00+01:00,
593,1526,Wetterdienst,1866-12-01 00:00:00+00:18,1919-07-31 00:00:00+01:00
594,1526,Wetterdienst,1920-03-09 00:00:00+01:00,1920-09-30 00:00:00+01:00
595,1526,Wetterdienst,1921-01-01 00:00:00+00:00,1940-12-14 00:00:00+02:00
596,1526,Wetterdienst,1941-07-01 00:00:00+02:00,1944-12-31 00:00:00+01:00
597,1526,Wetterdienst,1946-02-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
598,1526,DWD,1952-11-11 00:00:00+01:00,1962-06-30 00:00:00+01:00
599,1526,DWD,1962-10-18 00:00:00+01:00,2011-04-26 00:00:00+02:00
600,1526,DWD,2016-06-08 00:00:00+02:00,
601,769,GeophysBdBw,1958-09-22 00:00:00+01:00,2003-03-10 00:00:00+01:00
602,769,GeoInfoDBw,2003-03-11 00:00:00+01:00,
603,5097,Wetterdienst,1890-06-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
604,5097,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
605,5097,DWD,1991-01-01 00:00:00+01:00,
606,10510,DWD,1951-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
607,10510,DWD,2008-09-11 00:00:00+02:00,
608,656,Wetterdienst,1878-06-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
609,656,DWD,1952-11-11 00:00:00+01:00,
610,7373,DWD,2005-11-23 00:00:00+01:00,
611,257,Wetterdienst,1868-11-22 00:00:00+00:18,1944-09-30 00:00:00+01:00
612,257,Wetterdienst,1947-02-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
613,257,DWD,1952-11-11 00:00:00+01:00,1983-12-19 00:00:00+01:00
614,257,DWD,1984-02-01 00:00:00+01:00,
615,400,Wetterdienst,1889-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
616,400,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
617,400,DWD,1991-01-01 00:00:00+01:00,
618,2907,Wetterdienst,1940-01-01 00:00:00+00:00,1946-05-31 00:00:00+02:00
619,2907,GeophysBdBw,1974-11-01 00:00:00+01:00,1994-03-31 00:00:00+02:00
620,2907,DWD,1994-04-01 00:00:00+02:00,
621,1544,Wetterdienst,1871-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
622,1544,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
623,1544,DWD,1991-01-01 00:00:00+01:00,
624,5111,Wetterdienst,1917-09-21 00:00:00+01:00,1952-11-10 00:00:00+01:00
625,5111,DWD,1952-11-11 00:00:00+01:00,
626,1052,Meteorologischer Dienst der DDR,1990-04-01 00:00:00+02:00,1990-12-31 00:00:00+01:00
627,1052,DWD,1991-01-01 00:00:00+01:00,
628,3231,Meteorologischer Dienst der DDR,1965-05-15 00:00:00+01:00,1990-12-31 00:00:00+01:00
629,3231,DWD,1991-01-01 00:00:00+01:00,
630,161,DWD,1897-01-01 00:00:00+00:18,2007-12-31 00:00:00+01:00
631,161,DWD,2011-07-12 00:00:00+02:00,
632,13696,DWD,2007-07-18 00:00:00+02:00,
633,6272,DWD,2001-03-27 00:00:00+02:00,
634,535,Wetterdienst,1901-07-01 00:00:00+00:18,1944-10-31 00:00:00+01:00
635,535,Wetterdienst,1946-08-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
636,535,DWD,1952-11-11 00:00:00+01:00,
637,5717,Wetterdienst,1895-11-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
638,5717,DWD,1952-11-11 00:00:00+01:00,
639,596,Wetterdienst,1888-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
640,596,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
641,596,DWD,1991-01-01 00:00:00+01:00,
642,4032,DWD,1881-08-01 00:00:00+00:18,1999-12-31 00:00:00+01:00
643,4032,DWD,2006-05-16 00:00:00+02:00,
644,1612,Wetterdienst,1900-06-14 00:00:00+00:18,1949-12-31 00:00:00+01:00
645,1612,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
646,1612,DWD,1991-01-01 00:00:00+01:00,
647,390,DWD,1986-11-26 00:00:00+01:00,
648,2932,Wetterdienst,1897-06-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
649,2932,Meteorologischer Dienst der DDR,1952-11-11 00:00:00+01:00,1990-12-31 00:00:00+01:00
650,2932,DWD,1991-01-01 00:00:00+01:00,
651,6105,DWD,1998-05-12 00:00:00+02:00,
652,2629,Wetterdienst,1848-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
653,2629,DWD,1952-11-11 00:00:00+01:00,
654,320,Wetterdienst,1814-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
655,320,DWD,1952-11-11 00:00:00+01:00,
656,13675,DWD,2007-03-01 00:00:00+01:00,
657,3244,Wetterdienst,1879-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
658,3244,DWD,1952-11-11 00:00:00+01:00,
659,3042,DWD,1993-07-01 00:00:00+02:00,
660,191,Wetterdienst,1884-01-01 00:00:00+00:18,1897-12-31 00:00:00+00:18
661,191,Wetterdienst,1947-05-23 00:00:00+01:00,1948-05-31 00:00:00+01:00
662,191,DWD,1986-04-01 00:00:00+02:00,
663,7420,DWD,2006-05-01 00:00:00+02:00,
664,5792,DWD,1900-07-19 00:00:00+00:18,
665,2323,Wetterdienst,1934-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
666,2323,DWD,1952-11-11 00:00:00+01:00,1991-07-31 00:00:00+02:00
667,2323,DWD,2006-04-05 00:00:00+02:00,
668,5825,Wetterdienst,1914-04-01 00:00:00+00:00,1945-01-31 00:00:00+01:00
669,5825,Meteorologischer Dienst der DDR,1952-03-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
670,5825,DWD,1991-01-01 00:00:00+01:00,
671,4857,DWD,1990-11-01 00:00:00+01:00,
672,1011,DWD,1990-10-11 00:00:00+01:00,
673,5822,Luftschutz-Warnamt,1975-10-01 00:00:00+01:00,1998-07-31 00:00:00+02:00
674,5822,DWD,1998-08-01 00:00:00+02:00,2000-09-30 00:00:00+02:00
675,5822,DWD,2003-05-22 00:00:00+02:00,
676,4301,Wetterdienst,1851-01-01 00:00:00+00:18,1870-06-14 00:00:00+00:18
677,4301,Wetterdienst,1888-07-01 00:00:00+00:18,1944-12-31 00:00:00+01:00
678,4301,Wetterdienst,1946-04-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
679,4301,DWD,1952-11-11 00:00:00+01:00,1980-06-30 00:00:00+02:00
680,4301,DWD,1980-07-15 00:00:00+02:00,1995-03-31 00:00:00+02:00
681,4301,DWD,1995-11-01 00:00:00+01:00,
682,427,Wetterdienst,1946-12-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
683,427,Meteorologischer Dienst der DDR,1952-11-11 00:00:00+01:00,1990-12-31 00:00:00+01:00
684,427,DWD,1991-01-01 00:00:00+01:00,
685,7367,Wetterdienst,1891-06-25 00:00:00+00:18,1952-11-10 00:00:00+01:00
686,7367,DWD,1952-11-11 00:00:00+01:00,
687,4094,Wetterdienst,1892-09-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
688,4094,DWD,1952-11-11 00:00:00+01:00,1986-09-30 00:00:00+01:00
689,4094,DWD,1990-08-01 00:00:00+02:00,
690,1869,Meteorologischer Dienst der DDR,1967-05-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
691,1869,DWD,1991-01-01 00:00:00+01:00,
692,3490,Wetterdienst,1902-10-01 00:00:00+00:00,1944-07-31 00:00:00+02:00
693,3490,Wetterdienst,1947-01-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
694,3490,DWD,1952-11-11 00:00:00+01:00,
695,15207,DWD,2013-06-19 00:00:00+02:00,
696,3875,Wetterdienst,1949-10-29 00:00:00+01:00,1952-11-10 00:00:00+01:00
697,3875,DWD,1952-11-11 00:00:00+01:00,
698,7391,DWD,2006-03-06 00:00:00+01:00,
699,2174,Wetterdienst,1887-06-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
700,2174,DWD,1952-11-11 00:00:00+01:00,1999-07-31 00:00:00+02:00
701,2174,DWD,2010-09-21 00:00:00+02:00,
702,1803,Wetterdienst,1949-06-01 00:00:00+01:00,1949-12-31 00:00:00+01:00
703,1803,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
704,1803,DWD,1991-01-01 00:00:00+01:00,
705,151,Wetterdienst,1888-10-01 00:00:00+00:18,1903-11-30 00:00:00+00:00
706,151,Wetterdienst,1909-12-19 00:00:00+00:00,1944-12-31 00:00:00+01:00
707,151,Wetterdienst,1946-04-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
708,151,DWD,1952-11-11 00:00:00+01:00,
709,6275,DWD,2002-05-01 00:00:00+02:00,
710,5029,DWD,1975-05-15 00:00:00+01:00,
711,2074,Wetterdienst,1864-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
712,2074,DWD,1952-11-11 00:00:00+01:00,
713,4813,Wetterdienst,1915-10-21 00:00:00+01:00,1952-11-10 00:00:00+01:00
714,4813,DWD,1952-11-11 00:00:00+01:00,1993-10-31 00:00:00+01:00
715,4813,DWD,2019-08-01 00:00:00+02:00,
716,853,Wetterdienst,1863-12-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
717,853,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
718,853,DWD,1991-01-01 00:00:00+01:00,
719,13670,DWD,2007-02-01 00:00:00+01:00,
720,7187,DWD,2004-08-04 00:00:00+02:00,
721,2303,GeophysBdBw,1959-04-06 00:00:00+01:00,2003-03-10 00:00:00+01:00
722,2303,GeoInfoDBw,2003-03-11 00:00:00+01:00,
723,3287,DWD,1987-10-01 00:00:00+01:00,
724,2575,Wetterdienst,1936-11-11 00:00:00+00:00,1952-11-10 00:00:00+01:00
725,2575,DWD,1952-11-11 00:00:00+01:00,
726,4703,Wetterdienst,1888-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
727,4703,DWD,1952-11-11 00:00:00+01:00,1976-11-15 00:00:00+01:00
728,4703,DWD,1978-01-01 00:00:00+01:00,
729,2306,DWD,1977-11-01 00:00:00+01:00,
730,1886,Wetterdienst,1921-09-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
731,1886,DWD,1952-11-11 00:00:00+01:00,
732,15200,DWD,2013-05-03 00:00:00+02:00,
733,5149,Wetterdienst,1894-10-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
